source,title,author,published,link,tags,summary
bhis,Communicating Security to the C-Suite: A Strategic Approach,BHIS,"Wed, 16 Apr 2025 14:00:00 +0000",https://www.blackhillsinfosec.com/communicating-security-to-the-c-suite/,"Blue Team, Dale Hobbs, Informational, InfoSec 101, Boardroom Cybersecurity, Business-Driven Security, C-Suite Engagement, Cyber Risk Awareness, Cybersecurity Communication, Executive Buy-In, Financial Impact of Cybersecurity, Risk Management, Security Leadership, Security Strategy","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/04/BLOG_chalkboard_00717-1.png"" width=""1280"" /></p>
<p>Engaging with the C-suite is not just about addressing security concerns or defending budget requests. It's about establishing and maintaining an ongoing discussion that aims to align security objectives with the interests of the business.  </p>
<p>The post <a href=""https://www.blackhillsinfosec.com/communicating-security-to-the-c-suite/"">Communicating Security to the C-Suite: A Strategic Approach </a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Offline Memory Forensics With Volatility,BHIS,"Tue, 08 Apr 2025 14:00:00 +0000",https://www.blackhillsinfosec.com/offline-memory-forensics-with-volatility/,"Ben Bowman, How-To, Informational, Red Team, Red Team Tools, Forensics, Memory Forensics, Volatility","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/04/BLOG_chalkboard_00716.png"" width=""1280"" /></p>
<p>Volatility is a memory forensics tool that can pull SAM hashes from a vmem file. These hashes can be used to escalate from a local user or no user to a domain user leading to further compromise.</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/offline-memory-forensics-with-volatility/"">Offline Memory Forensics With Volatility</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Getting Started with AI Hacking: Part 1,BHIS,"Wed, 02 Apr 2025 14:00:00 +0000",https://www.blackhillsinfosec.com/getting-started-with-ai-hacking-part-1/,"Brian Fehrman, How-To, AI, AI Hacking, Artificial Intelligence, Hacking Classifiers, Machine Learning","<p><img alt=""Getting Started with AI Hacking"" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/03/BLOG_chalkboard_00715.png"" width=""1280"" /></p>
<p>You may have read some of our previous blog posts on Artificial Intelligence (AI). We discussed things like using PyRIT to help automate attacks. We also covered the dangers of [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/getting-started-with-ai-hacking-part-1/"">Getting Started with AI Hacking: Part 1</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Go-Spoof: A Tool for Cyber Deception,BHIS,"Thu, 27 Mar 2025 14:00:00 +0000",https://www.blackhillsinfosec.com/go-spoof-a-tool-for-cyber-deception/,"Ben Bowman, Blue Team, Blue Team Tools, External/Internal, Web App, Cyber Deception, Deceptive Tooling, Go-Spoof","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/03/BLOG_chalkboard_00714.png"" width=""1280"" /></p>
<p>Go-Spoof brings an old tool to a new language. The Golang rewrite [of Portspoof] provides similar efficiency and all the same features of the previous tool but with easier setup and useability.</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/go-spoof-a-tool-for-cyber-deception/"">Go-Spoof: A Tool for Cyber Deception</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,How to Test Adversary-in-the-Middle Without Hacking Tools,BHIS,"Mon, 24 Mar 2025 15:00:00 +0000",https://www.blackhillsinfosec.com/test-adversary-in-the-middle-without-hacking-tools-wrapup/,"How-To, Michael Allen, Webcast Wrap-Up, Adversary-in-the-Middle, MFA, Multi-Factor Authentication","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/03/AitM_header.png"" width=""1280"" /></p>
<p>In this video, Michael Allen discusses how to test Adversary-in-the-Middle attacks without using hacking tools. He delves into the intricacies of credential harvesting, the evolution of multi-factor authentication (MFA), and how attackers adapt their strategies to bypass security measures. </p>
<p>The post <a href=""https://www.blackhillsinfosec.com/test-adversary-in-the-middle-without-hacking-tools-wrapup/"">How to Test Adversary-in-the-Middle Without Hacking Tools</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Canary in the Code: Alert()-ing on XSS Exploits,BHIS,"Thu, 20 Mar 2025 14:00:00 +0000",https://www.blackhillsinfosec.com/alerting-on-xss-exploits/,"Blue Team, Blue Team Tools, How-To, Informational, Jack Hyland, Web App, cross-site scripting, xsscanary","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/03/BLOG_chalkboard_00712.png"" width=""1280"" /></p>
<p>I’ve been a web application pentester for a while now and over the years must have found hundreds of cross-site scripting (XSS) vulnerabilities.1 Cross-site scripting is a notoriously difficult problem [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/alerting-on-xss-exploits/"">Canary in the Code: Alert()-ing on XSS Exploits</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,How to Hack Wi-Fi with No Wi-Fi,BHIS,"Mon, 17 Mar 2025 15:00:00 +0000",https://www.blackhillsinfosec.com/hack-wi-fi-with-no-wi-fi-wrapup/,"Ben Bowman, How-To, Informational, John Strand, Red Team Tools, Webcast Wrap-Up, Joseph Boyd, Wi-Fi Forge","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/03/WC_wrap-up_W0020.png"" width=""1280"" /></p>
<p>In this video, John Strand and his team discuss the challenges of setting up and running wireless labs, particularly focusing on the issues faced during Wild West Hackin’ Fest events. They highlight the development of an open-source project aimed at virtualizing wireless labs, which allows learners to practice wireless hacking techniques without needing physical hardware.</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/hack-wi-fi-with-no-wi-fi-wrapup/"">How to Hack Wi-Fi with No Wi-Fi</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Why Your Org Needs a Penetration Test Program,BHIS,"Mon, 10 Mar 2025 15:30:05 +0000",https://www.blackhillsinfosec.com/why-your-org-needs-a-pen-test-program-wrapup/,"Corey Ham, External/Internal, GRC, Red Team, Webcast Wrap-Up, Kelli Tarala, penetration testing, pentest","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/03/WC_wrap-up_W0019.png"" width=""1280"" /></p>
<p>This webcast originally aired on February 27, 2025. Join us for a very special free one-hour Black Hills Information Security webcast with Corey Ham &#38; Kelli Tarala on why your [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/why-your-org-needs-a-pen-test-program-wrapup/"">Why Your Org Needs a Penetration Test Program</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Burp Suite Extension: Copy For,BHIS,"Thu, 06 Mar 2025 16:06:18 +0000",https://www.blackhillsinfosec.com/copy-for/,"Chris Sullo, General InfoSec Tips & Tricks, Web App, Burp Suite, Copy For","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/03/BLOG_chalkboard_00711.png"" width=""1280"" /></p>
<p>If you’ve ever had to take a request from Burp and turn it into a command line, especially for jwt_tool.py, you know it can be painful—but no more! The “Copy For” extension is here to save valuable time. </p>
<p>The post <a href=""https://www.blackhillsinfosec.com/copy-for/"">Burp Suite Extension: Copy For </a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Light at the End of the Dark Web,BHIS,"Mon, 03 Mar 2025 16:00:00 +0000",https://www.blackhillsinfosec.com/light-at-the-end-of-the-dark-web-wrapup/,"Informational, InfoSec 301, Webcast Wrap-Up, Webcasts, Dark Web, Tor","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/03/WC_wrap-up_W0018.png"" width=""1280"" /></p>
<p>Join us for this one-hour Black Hills Information Security webcast with Joseph - Security Analyst, as he shares with you what he's discovered and learned about the Dark Web, so you never ever ever have to go there for yourself.</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/light-at-the-end-of-the-dark-web-wrapup/"">Light at the End of the Dark Web</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Wi-Fi Forge: Practice Wi-Fi Security Without Hardware,BHIS,"Thu, 27 Feb 2025 15:00:00 +0000",https://www.blackhillsinfosec.com/wifi-forge/,"Ben Bowman, Hardware Hacking, Informational, Wireless, wi-fi, Wi-Fi Forge","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/02/BLOG_chalkboard_00710-1.png"" width=""1280"" /></p>
<p>In the world of cybersecurity, it&#8217;s important to understand what attack surfaces exist. The best way to understand something is by first doing it. Whether you’re an aspiring penetration tester, [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/wifi-forge/"">Wi-Fi Forge: Practice Wi-Fi Security Without Hardware </a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Avoiding Dirty RAGs: Retrieval-Augmented Generation with Ollama and LangChain,BHIS,"Thu, 20 Feb 2025 15:33:39 +0000",https://www.blackhillsinfosec.com/avoiding-dirty-rags/,"Brian Fehrman, How-To, Informational, AI, Artificial Intelligence, LangChain, LangSmith, Large Language Models, LLM, Machine Learning, Ollama, RAG, Retrieval-Augmented Generation","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/02/BLOG_chalkboard_00709.png"" width=""1280"" /></p>
<p>RAG connects pre-trained LLMs with current data sources. Moreover, a RAG system can use many data sources.</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/avoiding-dirty-rags/"">Avoiding Dirty RAGs: Retrieval-Augmented Generation with Ollama and LangChain</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Gone Phishing: Installing GoPhish and Creating a Campaign,BHIS,"Thu, 13 Feb 2025 16:50:07 +0000",https://www.blackhillsinfosec.com/installing-gophish-and-creating-a-campaign/,"External/Internal, How-To, Informational, Nick Caswell, Phishing, Red Team, Red Team Tools, Social Engineering, GoPhish, Mail Security, Phishing Campaign","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/02/BLOG_chalkboard_00708.png"" width=""1280"" /></p>
<p>GoPhish provides a nice platform for creating and running phishing campaigns. This blog will guide you through installing GoPhish and creating a campaign. </p>
<p>The post <a href=""https://www.blackhillsinfosec.com/installing-gophish-and-creating-a-campaign/"">Gone Phishing: Installing GoPhish and Creating a Campaign</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,5 Things We Are Going to Continue to Ignore in 2025,BHIS,"Mon, 10 Feb 2025 16:00:00 +0000",https://www.blackhillsinfosec.com/5-things-we-are-going-to-continue-to-ignore-in-2025-wrapup/,"Blue Team, Incident Response, John Strand, Red Team, Webcast Wrap-Up, AI, cloud, penetration testing","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/02/Rant_header.png"" width=""1280"" /></p>
<p>In this video, John Strand discusses the complexities and challenges of penetration testing, emphasizing that it goes beyond just finding and exploiting vulnerabilities. </p>
<p>The post <a href=""https://www.blackhillsinfosec.com/5-things-we-are-going-to-continue-to-ignore-in-2025-wrapup/"">5 Things We Are Going to Continue to Ignore in 2025</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,John Strand’s 5 Phase Plan For Starting in Computer Security,BHIS,"Thu, 06 Feb 2025 17:40:11 +0000",https://www.blackhillsinfosec.com/john-strands-5-phase-plan/,"General InfoSec Tips & Tricks, How-To, Informational, InfoSec 101, John Strand, Infosec for Beginners, PROMPT#, SOC Issue","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/02/promptplan_header-1.png"" width=""1280"" /></p>
<p>This article was originally published in the SOC Issue of our PROMPT# zine, which you can read for free HERE. The information was adapted from the 2018 webcast &#8220;John Strand&#8217;s [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/john-strands-5-phase-plan/"">John Strand&#8217;s 5 Phase Plan For Starting in Computer Security</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,Questions From a Beginner Threat Hunter,BHIS,"Thu, 30 Jan 2025 15:00:00 +0000",https://www.blackhillsinfosec.com/questions-from-a-beginner-threat-hunter/,"Hunt Teaming, Informational, InfoSec 101, Beginner, On the Hunt, PROMPT#, Q&A, threat hunting","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/01/promptthreat_header.png"" width=""1280"" /></p>
<p>Answered by Chris Brenton of Active Countermeasures &#124; Questions compiled from the infosec community by Shelby Perry This article was originally published in the Threat Hunting issue of our infosec [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/questions-from-a-beginner-threat-hunter/"">Questions From a Beginner Threat Hunter</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
bhis,GRC for Security Managers: From Checklists to Influence,BHIS,"Mon, 27 Jan 2025 16:00:00 +0000",https://www.blackhillsinfosec.com/grc-for-security-managers-wrapup/,"CJ Cox, GRC, Wrap-Up, Compliance, Governance, Kelli Tarala, Risk","<p><img alt="""" class=""attachment-full size-full wp-post-image"" height=""720"" src=""https://www.blackhillsinfosec.com/wp-content/uploads/2025/01/WC_wrap-up_W0015.png"" width=""1280"" /></p>
<p>This webcast was originally aired on January 16, 2025. In this video, Kelli K. Tarala and CJ Cox discuss the challenges and strategies for improving governance, risk, and compliance (GRC) [&#8230;]</p>
<p>The post <a href=""https://www.blackhillsinfosec.com/grc-for-security-managers-wrapup/"">GRC for Security Managers: From Checklists to Influence</a> appeared first on <a href=""https://www.blackhillsinfosec.com"">Black Hills Information Security, Inc.</a>.</p>"
